"name","height","weight","games","touchdowns","points","two_point_points","total_singles","fumbles","fumbles_lost","fumble_return_yards","fumble_touchdowns"
"Ettore _Lattanzio",6,252,1,0,0,0,0,0,0,0,0
"Euclid_Cummings",6.03,281,4,0,0,0,0,0,0,0,0
"Evan _McCollough",5.11,196,21,0,0,0,0,0,0,4,0
"Eze_Obiora",6.03,240,1,0,0,0,0,0,0,0,0
"Ezra_Millington",6,195,1,0,0,0,0,0,0,0,0
"Forrest_Hightower",5.1,186,2,0,0,0,0,0,0,0,0
"Frank_Beltre",6.02,240,8,0,0,0,0,0,0,0,0
"Fred_Bennett",6.01,192,44,0,0,0,0,1,1,42,0
"Freddie_Bishop III",6.04,265,19,0,0,0,0,0,0,0,0
"Freddie_Harris",6.02,233,6,0,0,0,0,0,0,0,0
"Frédéric_Plesius",6.01,240,31,0,0,0,0,0,0,0,0
"Fred_Gaines",5.11,202,2,0,0,0,0,0,0,0,0
"Fred_Rouse",0,200,1,0,0,0,0,0,0,0,0
"Fred_Stamps",6,188,35,14,84,0,0,3,2,0,0
"Gabriel_Knapton",6.03,263,21,0,0,0,0,0,0,-2,0
"Garrett_Waggoner",6,220,3,0,0,0,0,0,0,0,0
"Garry_Williams",6.03,315,1,0,0,0,0,0,0,0,0
"Geoff_Tisdale",5.11,195,41,2,12,0,0,0,0,47,1
"Gerald_Riggs Jr.",5.11,216,2,1,6,0,0,0,0,0,0
"Gerard_Lawson",5.1,195,1,0,0,0,0,0,0,0,0
"Geroy_Simon",6,198,18,5,30,0,0,1,1,0,0
"Giovanni_Aprile",6.03,220,1,0,0,0,0,0,0,0,0
"Glenn_January",6.06,299,2,0,0,0,0,0,0,0,0
"Glenn_Love",6.04,225,22,0,0,0,0,0,0,0,0
"Gord_Hinse",6.04,307,1,0,0,0,0,1,0,0,0
"Graig_Newman",6.01,214,25,1,6,0,0,0,0,0,0
"Grant_Shaw",6.03,225,36,0,255,0,21,2,2,0,0
"Greg_Carr",6.06,214,6,1,6,0,0,0,0,0,0
"Greg_Ellingson",6.03,197,32,10,62,1,0,1,1,0,0
"Greg_Hardin",5.11,175,2,1,6,0,0,0,0,0,0
"Greg_McCoy",5.09,187,2,0,0,0,0,0,0,0,0
"Greg _McGhee",6.03,208,2,0,0,0,0,0,0,0,0
"Gregory_Alexandre",6.02,277,13,0,0,0,0,0,0,0,0
"Gregory_Jones",6,238,19,0,0,0,0,0,0,0,0
"Greg_Peach",6.03,250,27,0,0,0,0,0,0,0,0
"Greg_Romeus",6.05,267,3,0,0,0,0,0,0,0,0
"Greg_Wilson",6.02,205,2,1,6,0,0,1,0,0,0
"Greg_Wojt",6.04,300,1,0,0,0,0,0,0,0,0
"Guillaume_Bourassa",5.11,200,2,0,0,0,0,0,0,0,0
"Harold_Mutobola",6.01,190,3,1,6,0,0,0,0,0,0
"Hasan_Hazime",6.05,260,25,0,0,0,0,0,0,0,0
"Henoc_Muamba",6,230,18,0,0,0,0,0,0,0,0
"Henry_Burris",6.01,190,49,4,26,1,0,18,6,0,0
"Henry_Josey",5.09,186,5,0,0,0,0,1,0,0,0
"Herve_Tonye-Tonye",5.11,234,15,0,0,0,0,0,0,0,0
"Hilee_Taylor",6.02,250,7,0,0,0,0,0,0,0,0
"Hugh_Charles",5.08,193,22,6,36,0,0,3,3,0,0
"Hugh _O'Neill",6.02,185,34,0,221,0,19,2,1,0,0
"Hugo_Lopez",6.03,215,6,0,0,0,0,0,0,0,0
"Ian_Wild",6,208,33,1,6,0,0,2,0,54,1
"Isaac_Anderson",5.1,173,4,0,2,1,0,0,0,0,0
"Isaac_Dell",6.01,218,1,0,0,0,0,0,0,0,0
"Isaiah_Sweeney",5.1,180,6,2,12,0,0,0,0,0,0
"Isaiah_Williams",6.03,200,2,0,0,0,0,0,0,0,0
"Isi_Sofele",5.08,200,4,0,0,0,0,1,0,0,0
"Ivan_Brown",6.02,240,25,0,0,0,0,0,0,0,0
"Jabari_Arthur",6.04,223,23,5,31,0,1,1,1,0,0
"Jabar_Westerman",6.02,285,29,0,0,0,0,0,0,0,0
"Jabin_Sambrano",5.11,175,1,0,0,0,0,0,0,0,0
"Jacob_Lacey",5.11,176,1,0,0,0,0,0,0,0,0
"Jacory_Harris",6.04,205,3,2,12,0,0,0,0,0,0
"Jacques_Washington",6.01,220,5,0,0,0,0,0,0,0,0
"Jade_Etienne",6.04,188,9,2,12,0,0,1,0,0,0
"Jake_Doughty",6,234,6,0,0,0,0,0,0,0,0
"Jake_Harty",6.02,210,1,0,0,0,0,0,0,0,0
"Jake_Olson",6.08,315,1,0,0,0,0,0,0,0,0
"Jake_Reinhart",6,228,9,0,0,0,0,0,0,0,0
"Jake _Thomas",6.02,274,22,0,0,0,0,0,0,0,0
"Jalil_Carter",6.01,205,31,0,0,0,0,0,0,-1,0
"Jalil_Johnson",5.1,182,1,0,0,0,0,0,0,0,0
"Jamaal_Westerman",6.03,249,4,0,0,0,0,0,0,0,0
"Jamaan _Webb",6.01,210,4,0,0,0,0,0,0,0,0
"Jamahl_Knowles",5.1,185,8,0,0,0,0,0,0,0,0
"Jamall_Johnson",6.01,222,33,0,0,0,0,0,0,0,0
"Jamal_Miles",5.09,188,15,1,6,0,0,3,2,0,0
"Jamar_Howard",6.04,215,1,0,0,0,0,0,0,0,0
"Jamarkus_McFarland",6.02,305,2,0,7,0,0,0,0,0,0
"Jamar_Wall",5.1,196,42,2,12,0,0,0,0,62,1
"Jamel_Richardson",6.03,215,13,0,0,0,0,1,0,0,0
"James_Franklin",6.02,225,4,2,12,0,0,0,0,0,0
"James_Green",5.11,217,24,0,0,0,0,0,0,0,0
"Ja-Mes_Logan",6.03,190,1,0,0,0,0,0,0,0,0
"James_Patrick",5.11,188,3,0,0,0,0,0,0,0,0
"James_Rodgers",5.07,185,12,3,18,0,0,1,1,0,0
"James_Rogers",6,188,6,0,0,0,0,0,0,0,0
"James_Tuck",6,230,8,0,0,0,0,0,0,0,0
"James_Yurichuk",6.02,240,31,0,0,0,0,0,0,0,0
"Jameze_Massey",5.07,168,1,0,0,0,0,0,0,0,0
"Jamie_Robinson",6.02,192,29,1,6,0,0,0,0,10,0
"Jamill_Smith",5.06,155,18,1,6,0,0,0,0,0,0
"Janzen_Jackson",6,187,5,0,0,0,0,1,0,16,0
"Jarred_Fayson",6,219,4,0,0,0,0,1,1,0,0
"Jarriel_King",6.06,298,6,0,0,0,0,0,0,0,0
"Jarvis_Jones",6.07,302,2,0,0,0,0,0,0,0,0
"Jason_Arakgi",6.02,205,36,0,0,0,0,0,0,0,0
"Jason _Barnes",6.04,215,1,0,0,0,0,0,0,0,0
"Jason_Barnes",6.03,187,28,12,72,0,0,4,4,0,0
"Jason_Boltus",6.04,225,9,3,18,0,0,3,2,0,0
"Jason_Pottinger",6.02,238,29,0,0,0,0,0,0,0,0
"Jason_Vega",6.04,257,11,0,0,0,0,0,0,0,0
"Jasper_Collins",5.1,185,1,1,6,0,0,0,0,0,0
"Jasper_Simmons",6.01,223,22,0,0,0,0,0,0,0,0
"Jaymar_Johnson",6,180,2,0,0,0,0,0,0,0,0
"JC_Sherritt",5.09,218,31,0,0,0,0,0,0,1,0
"JD_Falslev",5.08,175,1,0,0,0,0,0,0,0,0
"J.D._Griggs",6.05,262,2,0,0,0,0,0,0,0,0
"Jean-Christophe_Beaulieu",6.03,220,10,1,6,0,0,0,0,0,0
"Jean-Samuel_Blanc",6.01,245,2,0,0,0,0,0,0,0,0
"Jefferson_Court",6.03,238,1,0,0,0,0,0,0,0,0
"Jeff_Fuller",6.04,217,18,6,36,0,0,1,1,0,0
"Jeff_Hecht",5.1,214,33,0,0,0,0,0,0,0,0
"Jeff_Johnson",5.1,216,5,0,0,0,0,0,0,0,0
"Jeff_Keeping",6.06,295,4,0,0,0,0,1,0,0,0
"Jeff_Knox Jr.",6.02,225,7,0,0,0,0,0,0,0,0
"Jeff_Mathews",6.04,224,5,2,12,0,0,0,0,0,0
"Jeff_Perrett",6.07,320,2,0,0,0,0,0,0,0,0
"Jeffrey_Finley",6.3,260,5,0,0,0,0,0,0,0,0
"Jeff_Richards",6.02,200,1,0,0,0,0,0,0,0,0
"Jemarlous_Moten",5.11,175,1,0,0,0,0,0,0,0,0
"Jeraill_McCuller",6.07,325,1,0,0,0,0,0,0,0,0
"Jerald_Brown",5.11,185,46,2,12,0,0,0,0,85,2
"Jeremiah_Green",6.02,235,6,0,0,0,0,0,0,0,0
"Jeremiah_Johnson",5.09333333333333,207.5,17,6,38,1,0,4,2,0,0
"Jeremiah_Masoli",5.1,221,10,1,6,0,0,5,3,0,0
"Jeremy_Lewis",6.03,312,1,0,0,0,0,0,0,0,0
"Jeremy_McGee",5.1,185,3,0,0,0,0,0,0,0,0
"Jeremy_Williams",6,204,2,0,0,0,0,0,0,0,0
"Jerett_Sanderson",6,193,1,0,0,0,0,0,0,0,0
"Jerious_Norwood",5.11,205,7,1,6,0,0,0,0,0,0
"Jermaine_Gabriel",5.1,199,42,1,6,0,0,0,0,0,1
"Jermaine_McElveen",6.04,265,19,0,0,0,0,0,0,0,0
"Jermaine_Reid",6.04,263,6,0,0,0,0,0,0,0,0
"Jermaine_Robinson",6.03,205,11,0,0,0,0,0,0,0,0
"Jermaine_Thomas",5.11,196,2,0,0,0,0,0,0,0,0
"Jerod_Zaleski",6.04,241,9,0,0,0,0,1,0,0,0
"Jerome_Messam",6.03,245,34,4,26,1,0,3,3,0,0
"Jerrell_Gavins",0,178,21,0,0,0,0,0,0,0,0
"Jesse_Briggs",6.01,210,13,0,0,0,0,0,0,0,0
"Jesse_Joseph",6.03,262,1,0,0,0,0,0,0,0,0
"Jestin_Love",6,207,2,0,0,0,0,0,0,0,0
"Jhomo_Gordon",6.01,195,2,0,0,0,0,1,0,0,0
"J'Micheal_Deane",6.05,328,5,0,0,0,0,0,0,0,0
"Joash_Gesse",5.11,221,13,0,0,0,0,0,0,0,0
"Jock_Sanders",5.07,191,36,4,24,0,0,8,6,0,0
"Joe_Burnett",5.1,192,28,0,0,0,0,1,0,0,0
"Joe_Eppele",6.08,301,3,0,0,0,0,0,0,0,0
"Joel_Figueroa",6.06,320,3,0,0,0,0,0,0,0,0
"Joe_West",6.01,202,22,5,30,0,0,0,0,0,0
"Joey_Elliott",6.03,209,2,0,0,0,0,0,0,0,0
"Johnathan_Bryant",5.09,177,2,2,12,0,0,1,1,0,0
"John_Beck",6.02,215,15,3,18,0,0,0,0,0,0
"John_Bowman",6.03,250,41,0,0,0,0,0,0,12,0
"John_Chick",6.04,250,45,0,0,0,0,0,0,0,0
"John_Chiles",6.01,209,22,9,58,2,0,3,2,0,0
"John_Delahunt",6.03,243,24,2,12,0,0,0,0,0,0
"John _Hardy-Tuliau",6,185,2,0,0,0,0,0,0,0,0
"John_Mark",6,185,2,0,1,0,0,0,0,0,0
"Johnnie_Dixon",5.11,190,1,0,0,0,0,0,0,0,0
"Johnny _Adams",5.11,190,6,1,6,0,0,0,0,0,0
"Johnny_Sears Jr.",6.01,193,18,1,6,0,0,0,0,18,0
"John_Ojo",6.03,205,6,1,6,0,0,0,0,0,0
"John_Stevenson",5.11,197,2,0,0,0,0,0,0,0,0
"John_White",5.08,186,29,7,42,0,0,4,2,0,0
"Jonathan _Beaulieu-Richard",6.01,215,10,0,0,0,0,0,0,5,0
"Jonathan_Crompton",6.04,225,27,1,6,0,0,8,2,0,0
"Jonathan_Hefney",5.09,189,13,0,0,0,0,0,0,36,0
"Jonathan_Hood",6,195,15,0,0,0,0,0,0,0,0
"Jonathan_Langa",5.11,214,4,0,0,0,0,0,0,0,0
"Jonathan_Williams",6.01625,255,33,5,30,0,0,1,0,0,0
"Jonathon_Jennings",6,195,3,0,0,0,0,1,1,0,0
"Jon_Cornish",6,219,40,25,154,2,0,6,4,0,0
"Jon_Gott",6.03,297,6,0,0,0,0,3,0,0,0
"Jordan_Lynch",6,216,6,2,12,0,0,0,0,0,0
"Jordan_Matechuk",5.1,254,10,0,0,0,0,0,0,0,0
"Jordan_Reaves",6.05,220,2,0,0,0,0,0,0,0,0
"Jordan_Sisco",6,212,3,0,0,0,0,0,0,0,0
"Jordan _Verdone",5.11,235,14,0,0,0,0,0,0,0,0
"Jorgen_Hus",6.01,230,2,0,0,0,0,1,0,0,0
"Josh_Bartel",6.03,200,38,0,8,0,8,3,2,0,0
"Josh_Bourke",6.07,300,3,0,0,0,0,0,0,0,0
"Josh_Gatlin",6.01,199,3,0,0,0,0,0,0,0,0
"Josh_Jasper",5.11,171,2,0,14,0,0,0,0,0,0
"Josh_Johnson",5.1,200,24,1,6,0,0,0,0,0,0
"Josh_Neiswander",6.02,211,10,0,0,0,0,2,0,0,0
"Josh_Portis",6.04,205,3,0,0,0,0,0,0,0,0
"Joshua_Bell",6,174,46,0,0,0,0,0,0,8,0
"Jovan_Olafioye",6.06,325,4,0,0,0,0,0,0,0,0
"Jovon_Johnson",5.09,189,40,1,6,0,0,5,4,48,1
"J.R._LaRose",6,210,34,0,0,0,0,0,0,0,0
"JT_Gilmore",6.03,276,6,0,0,0,0,0,0,0,0
"Juaquin_Iglesias",6.01,212,5,1,6,0,0,0,0,0,0
"Julian_Feoli-Gudino",6,211,22,3,18,0,0,1,1,0,0
"Julian_Posey",5.11,187,2,0,0,0,0,0,0,0,0
"Julius_Williams",6.02,265,1,0,0,0,0,0,0,0,0
"Junior_Mertile",5.11,193,1,0,0,0,0,0,0,0,0
"Junior_Turner",6.03,281,32,0,0,0,0,0,0,0,0
"Justin _Capicciotti",6.03,235,36,0,0,0,0,0,0,0,0
"Justin_Cudworth",5.11,227,2,0,0,0,0,0,0,0,0
"Justin_Goltz",6.05,217,15,8,50,1,0,6,4,0,0
"Justin _Hickman",6.02,265,12,0,0,0,0,0,0,0,0
"Justin_Hilton",6.03,190,2,0,0,0,0,0,0,0,0
"Justin_Medlock",6,208,28,0,295,0,15,0,0,0,0
"Justin _Palardy",5.11,200,10,0,49,0,2,0,0,0,0
"Justin_Phillips",6.03,236,16,0,0,0,0,0,0,0,0
"Justin _Sorensen",6.08,311,6,0,0,0,0,5,2,0,0
"Justin _Veltung",5.11,178,5,0,0,0,0,0,0,0,0
"Juwan_Simpson",6.03,234,47,0,0,0,0,0,0,0,0
"Kalonji_Kashama",6.04,259,3,0,0,0,0,0,0,0,0
"Kamar_Jorden",6.03,205,2,1,6,0,0,0,0,0,0
"Karl_McCartney",6,233,31,0,0,0,0,0,0,0,0
"Kashawn _Fraser",6.03,258,10,0,0,0,0,0,0,0,0
"Kashif_Moore",5.09,183,1,0,0,0,0,1,1,0,0
"Keenan _MacDougall",6.02,216,17,1,6,0,0,0,0,7,1
"Keith_Reynolds",6,206,3,0,0,0,0,0,0,0,0
"Keith_Shologan",6.02,290,35,0,0,0,0,0,0,0,0
"Keith_Toston",5.11,214,5,0,0,0,0,2,1,0,0
"Kendial_Lawrence",5.09,195,22,9,54,0,0,3,2,0,0
"Kendric_Burney",5.09,190,2,0,0,0,0,0,0,0,0
"Kenny_Horsley",6.06,295,2,0,0,0,0,0,0,0,0
"Kenny_Ingram",6.05,238,1,0,0,0,0,0,0,0,0
"Kenny_Mainor",6.03,243,16,0,0,0,0,0,0,0,0
"Kenny_Shaw",6,171,2,0,0,0,0,0,0,0,0
"Kenny_Stafford",6.03,204,21,5,30,0,0,1,0,0,0
"Kenny_Tate",6.04,220,2,0,0,0,0,0,0,0,0
"Keola_Antolin",5.07,196,5,2,12,0,0,0,0,0,0
"Keon_Raymond",5.1,198,39,2,12,0,0,1,0,0,0
"Keron_Williams",6.01,260,17,0,0,0,0,0,0,0,0
"Kerry_Joseph",6.2,210,17,5,30,0,0,8,1,0,0
"Kevin_Barnes",6,187,1,0,0,0,0,0,0,0,0
"Kevin_Bradfield",6.01,190,3,0,0,0,0,0,0,0,0
"Kevin_Dixon",6.02,242,1,0,0,0,0,0,0,0,0
"Kevin_Elliott",6.03,213,6,3,20,1,0,0,0,0,0
"Kevin_Glenn",5.1,203,44,1,6,0,0,8,3,0,0
"Kevin_Huntley",6.08,305,3,0,0,0,0,0,0,0,0
"Kevin_Malcolm",5.11,230,2,0,0,0,0,0,0,0,0
"Kevin_Régimbald",6.01,225,14,0,0,0,0,0,0,0,0
"Kevin_Scott",6.03,232,21,0,0,0,0,2,0,0,0
"Keynan _Parker",6,183,29,0,0,0,0,0,0,0,0
"Khalif_Mitchell",6.06,315,26,0,0,0,0,0,0,0,0
"Khalil_Bass",6.02,221,5,0,0,0,0,0,0,1,0
"Khalil_Paden",6.02,180,14,3,18,0,0,0,0,0,0
"Khreem_Smith",6.03,270,39,0,0,0,0,0,0,0,0
"Kiante_Tripp",6.05,277,8,1,6,0,0,0,0,0,0
"Kienan_Lafrance",5.1,210,2,0,0,0,0,0,0,0,0
"Kierrie _Johnson",5.05,163,6,0,0,0,0,1,0,0,0
"Kirby _Fabien",6.06,295,3,0,0,0,0,0,0,0,0
"Kito_Poblah",6.02,209,12,1,6,0,0,0,0,0,0
"KJ_Stroud",6.03,205,2,0,0,0,0,0,0,0,0
"Korey_Banks",5.11,199,19,0,0,0,0,0,0,8,0
"Korey_Jones",6.02,233,10,0,0,0,0,0,0,0,0
"Korey_Lindsey",5.08,194,1,0,0,0,0,0,0,0,0
"Korey_Williams",6,185,19,6,36,0,0,0,0,0,0
"Kory_Sheets",5.11,208,20,17,104,1,0,2,2,0,0
"Kris_Bastien",6.03,210,4,0,0,0,0,0,0,0,0
"Kristian_Matte",6.04,296,7,0,0,0,0,0,0,0,0
"Kurt_Adams",6.05,191,1,0,0,0,0,0,0,0,0
"Kwame_Adjei",6.01,205,2,0,0,0,0,0,0,0,0
"Kyle_Graves",6.03,220,2,1,6,0,0,0,0,0,0
"Kyle_Jones",6.02,209,16,0,0,0,0,1,0,0,0
"Kyle_Miller",5.1,190,4,0,0,0,0,1,0,0,0
"Kyle_Norris",6.03,235,7,0,0,0,0,0,0,0,0
"Kyler_Elsworth",6.01,225,4,0,0,0,0,0,0,0,0
"Kyle_Tyo",6.05,225,1,0,0,0,0,0,0,0,0
"Kyries_Hebert",6.03,222,33,0,0,0,0,0,0,0,0
"LaMarcus_Coker",6,190,2,1,6,0,0,4,3,0,0
"LaMark_Brown",6.03,220,1,0,0,0,0,0,0,0,0
"Lance_Milton",5.11,175,1,0,0,0,0,0,0,0,0
"Landon_Rice",6.06,315,1,0,0,0,0,0,0,0,0
"Lanear_Sampson",5.11,205,1,0,0,0,0,0,0,0,0
"Larry_King",6.01,210,1,0,0,0,0,0,0,0,0
"Larry_Parker",0,170,1,0,0,0,0,0,0,0,0
"Larry_Taylor",5.06,181,25,0,0,0,0,2,1,0,0
"Lavasier_Tuinei",6.05,220,3,2,12,0,0,0,0,0,0
"LaVon_Brazill",5.11,191,7,1,6,0,0,3,3,0,0
"Lemar_Durant",6.02,231,4,0,0,0,0,0,0,0,0
"LeQuan_Lewis",5.11,190,1,0,0,0,0,0,0,0,0
"Levi_Brown",6.04,225,1,0,0,0,0,0,0,0,0
"Levi_Steinhauer",6.03,235,19,0,0,0,0,0,0,0,0
"Levy_Adcock",6.06,320,2,0,0,0,0,0,0,0,0
"Lindsey_Lamar",5.09,180,8,4,24,0,0,5,3,0,0
"Lindsey_Witten",6.05,250,2,0,0,0,0,0,0,0,0
"Lin-J_Shell",6,201,39,0,0,0,0,0,0,0,0
"Lirim_Hajrullahu",5.11,205,27,0,200,0,12,4,3,0,0
"Logan_Harrell",6.02,280,13,0,0,0,0,0,0,0,0
"Logan_Kilgore",6.02,208,1,0,0,0,0,0,0,0,0
"Lorenzo_White",6,185,1,0,0,0,0,0,0,0,0
"Louie_Richardson",6.04,236,17,0,0,0,0,0,0,4,0
"Louis_Nzegwu ",6.04,260,1,0,0,0,0,0,0,0,0
"Luca_Congi",5.1,190,17,0,167,0,3,1,1,0,0
"Luc_Brodeur-Jourdain",0,309,4,0,0,0,0,0,0,0,0
"Luke_Tasker",5.11,191,26,8,48,0,0,2,1,0,0
"Lyle _Leong Jr.",6.01,185,2,0,0,0,0,0,0,0,0
"Lyle_McCombs",5.08,175,2,0,2,1,0,0,0,0,0
"Maalik_Bomar",6.01,226,3,0,0,0,0,0,0,0,0
"Macho_Harris",6,200,34,0,0,0,0,0,0,0,0
"MacKenzie_Sarro",6.4,245,1,0,0,0,0,0,0,0,0
"Major_Culbert",5.11,208,5,0,0,0,0,0,0,0,0
"Malik_Jackson",6.02,225,7,0,0,0,0,0,0,0,0
"Marc-Antoine_Fortin",6.04,245,4,0,0,0,0,1,0,0,0
"Marc_Beswick",6.01,198,30,2,12,0,0,0,0,0,1
"Marc_Dile",6.04,300,2,0,0,0,0,0,0,0,0
"Marcellus_Bowman",6.03,228,14,0,0,0,0,0,0,0,0
"Marcell_Young",6,190,40,1,6,0,0,0,0,65,1
"Marco_Iannuzzi",6.01,195,32,2,12,0,0,1,0,0,0
"Marc-Olivier_Brouillette",6.01,222,38,1,6,0,0,0,0,0,1
"Marc_Parenteau",6.05,302,1,0,0,0,0,0,0,0,0
"Marcus_Ball",6.01,209,17,1,6,0,0,0,0,16,0
"Marcus_Henry",6.05,224,33,4,24,0,0,0,0,0,0
"Marcus_Howard",6.01,245,24,0,0,0,0,0,0,2,0
"Marcus_Hyde",6.03,248,1,0,0,0,0,0,0,0,0
"Marcus_Thomas",6.03,316,2,0,0,0,0,0,0,0,0
"Mardy_Gilyard",6,194,3,0,0,0,0,2,0,0,0
"Mario_Fannin",5.11,226,2,0,0,0,0,0,0,0,0
"Mario_Urrutia",6.06,238,2,0,0,0,0,0,0,0,0
"Mark_Dell",6.02,195,1,0,0,0,0,1,1,0,0
"Markeith_Knowlton",6,205,6,0,0,0,0,0,0,0,0
"Markell_Carter",6.04,245,1,0,0,0,0,0,0,0,0
"Mark_LeGree",6,211,12,0,0,0,0,0,0,0,0
"Markus_White",6.04,264,4,0,0,0,0,0,0,0,0
"Marlon_Smith",6.06,240,11,0,0,0,0,0,0,0,0
"Marquay _McDaniel",6,206,41,14,92,4,0,4,2,0,0
"Marquis_Frazier",6.04,276,4,0,0,0,0,0,0,0,0
"Marrio_Norman",6,200,2,0,0,0,0,0,0,0,0
"Marshay _Green",5.1,183,16,1,6,0,0,1,1,-5,0
"Martell_Mallett",6,208,3,0,0,0,0,1,1,0,0
"Martel _Moore",6,183,1,0,0,0,0,0,0,0,0
"Marte_Sears",6.05,220,1,0,0,0,0,0,0,0,0
"Martez_Wilson",6.04,242,1,0,0,0,0,0,0,0,0
"Martin_Bédard",6.03,239,9,0,0,0,0,0,0,0,0
"Martin_Pesek",6.03,250,1,0,0,0,0,0,0,0,0
"Martin_Wright",6.03,246,2,0,0,0,0,0,0,0,0
"Marty_Markett",5.09,173,17,0,0,0,0,0,0,0,0
"Marvin_Booker",6.02,239,5,0,0,0,0,0,0,0,0
"Marwan_Hage",6.02,291,2,0,0,0,0,2,2,0,0
"Mathieu_Boulay",6.02,250,8,0,0,0,0,0,0,0,0
"Matt _Acree",6.03,295,2,0,0,0,0,0,0,0,0
"Matt_Black",5.09,192,27,1,6,0,0,0,0,0,0
"Matt_Bucknor",5.11,185,30,0,0,0,0,0,0,0,0
"Matt_Carter",6.02,199,25,3,18,0,0,1,1,0,0
"Matt_Cleveland",6.04,308,1,0,0,0,0,0,0,0,0
"Matt_Coates",6.03,197,7,1,6,0,0,0,0,0,0
"Matthew _Norman",6.03,317,4,0,0,0,0,2,1,0,0
"Matthew_O'Donnell",6.11,350,5,0,0,0,0,0,0,0,0
"Matthew_Rea",6.01,242,1,0,0,0,0,0,0,0,0
"Matthew_Ware",6.03,228,10,0,0,0,0,0,0,0,0
"Matthias_Goossen",6.04,304,1,0,0,0,0,1,1,0,0
"Matt_McGarva",5.11,199,4,0,0,0,0,0,0,0,0
"Matt_Nichols",6.02,215,18,2,12,0,0,5,2,0,0
"Matt_Pierce",5.1,195,2,0,0,0,0,0,0,0,0
"Matt_Walter",5.1,217,37,2,14,1,0,2,2,0,0
"Matt_Webster",5.11,195,10,0,0,0,0,0,0,0,0
"Maurice _Leggett",5.11,193,19,1,6,0,0,1,1,3,0
"Maurice_Mann",6.02,192,5,1,6,0,0,0,0,0,0
"Maurice_Price",6.01,206,33,10,60,0,0,4,2,0,0
"Max_Hall",6.01,200,14,0,0,0,0,3,3,0,0
"Maxx_Forde",6.05,272,1,0,0,0,0,0,0,0,0
"Melvin_Abankwah",5.09,190,2,0,0,0,0,0,0,0,0
"Micah_Johnson",6.02,276,16,0,0,0,0,0,0,0,0
"Michael_Atkinson",6,312,5,0,0,0,0,0,0,0,0
"Michael_Brooks",6.03,275,5,0,0,0,0,0,0,0,0
"Michael_Campbell",6.02,205,4,1,6,0,0,0,0,0,0
"Michael_Carter",5.1,181,15,0,0,0,0,0,0,0,0
"Michael_Coe",6.01,190,4,0,0,0,0,0,0,0,0
"Michael_Hayes",0,200,3,0,0,0,0,0,0,0,0
"Michael _Klassen",6.05,275,26,0,0,0,0,0,0,0,0
"Michael_McAdoo",6.07,245,1,0,0,0,0,0,0,0,0
"Michael _Ola",6.03,278,4,0,0,0,0,0,0,0,0
"Michael Ray_Garvin",5.08,198,2,0,0,0,0,0,0,0,0
"Michael_Ricks",6.02,203,2,0,0,0,0,0,0,0,0
"Michel-Pierre_Pontbriand",6.02,230,23,0,0,0,0,1,1,0,0
"Mike_Benson",5.1,238,6,0,0,0,0,0,0,0,0
"Mike_Bradwell",6.03,197,21,3,18,0,0,0,0,0,0
"Mike_Cornell",6.02,225,17,0,0,0,0,0,0,0,0
"Mike_Daly",6.01,182,14,0,0,0,0,0,0,0,0
"Mike_Dubuisson",6.03,220,9,0,0,0,0,1,1,0,0
"Mike_Edem",6.01,200,33,0,0,0,0,0,0,0,0
"Mike_Filer",6.02,300,4,0,0,0,0,4,0,0,0
"Mike _Lockley",6.02,250,2,0,0,0,0,0,0,0,0
"Mike_McCullough",6.02,222,10,0,0,0,0,0,0,0,0
"Mike_Miller",6,210,30,0,0,0,0,0,0,0,0
"Mike_Montoya",5.09,236,1,0,0,0,0,0,0,0,0
"Mike_Reilly",6.03,230,41,9,56,1,0,10,4,0,0
"Mike_Renaud",6.02,214,24,0,13,0,13,2,1,0,0
"Mike_Sims-Walker",6.02,214,1,0,0,0,0,0,0,0,0
"Mike_Willie",6.02,220,2,0,0,0,0,0,0,0,0
"Mikhaïl _Davidson",5.08,175,1,0,2,1,0,0,0,0,0
"Mister_Alexander",6.02,182,4,0,0,0,0,0,0,0,0
"Mitchell_Gale",6.02,240,21,3,18,0,0,2,0,0,0
"Mitchell_White",5.11,185,17,0,0,0,0,0,0,0,0
"Monte_Lewis",6.03,241,2,0,0,0,0,0,0,0,0
"Mortty_Ivy",6.01,239,1,0,0,0,0,0,0,0,0
"Mossis_Madu",6,197,17,1,6,0,0,4,4,0,0
"Moton_Hopkins",6.02,277,23,0,0,0,0,0,0,4,0
"Myron_Lewis ",6.02,203,2,0,0,0,0,0,0,0,0
"Naaman_Roosevelt",6.01,195,2,0,0,0,0,0,0,0,0
"Nate _Bussey",6.02,220,7,0,0,0,0,0,0,0,0
"Nate_Coehoorn",6.02,210,44,3,18,0,0,0,0,0,0
"Nate _Collins",6.02,294,3,0,0,0,0,0,0,0,0
"Natey_Adjei",5.1,193,9,1,6,0,0,1,1,0,0
"Nathan_Kanya",6.02,234,18,0,0,0,0,0,0,0,0
"Neal_Hughes",5.1,208,15,0,0,0,0,0,0,0,0
"Nehemie_Kankolongo",5.11,205,5,0,0,0,0,0,0,0,0
"Neiko_Thorpe",6.02,185,3,0,0,0,0,0,0,5,0
"Neil_King",6,195,24,0,0,0,0,0,0,0,0
"Nekos_Brown",6.01,253,3,0,0,0,0,0,0,0,0
"Nic_Demski",6,215,4,0,0,0,0,0,0,0,0
